[2025-08-08 01:02:22,805][openai._base_client][INFO] - Retrying request to /chat/completions in 0.394642 seconds
[2025-08-08 01:02:43,196][openai._base_client][INFO] - Retrying request to /chat/completions in 0.451424 seconds
[2025-08-08 01:02:43,471][openai._base_client][INFO] - Retrying request to /chat/completions in 0.378073 seconds
[2025-08-08 01:02:43,745][openai._base_client][INFO] - Retrying request to /chat/completions in 0.419642 seconds
[2025-08-08 01:02:44,021][openai._base_client][INFO] - Retrying request to /chat/completions in 0.413654 seconds
[2025-08-08 01:02:44,295][openai._base_client][INFO] - Retrying request to /chat/completions in 0.473870 seconds
[2025-08-08 01:02:44,570][openai._base_client][INFO] - Retrying request to /chat/completions in 0.468224 seconds
[2025-08-08 01:02:44,845][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383242 seconds
[2025-08-08 01:02:45,121][openai._base_client][INFO] - Retrying request to /chat/completions in 0.424335 seconds
[2025-08-08 01:02:45,394][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393894 seconds
[2025-08-08 01:02:45,668][openai._base_client][INFO] - Retrying request to /chat/completions in 0.430044 seconds
[2025-08-08 01:02:45,943][openai._base_client][INFO] - Retrying request to /chat/completions in 0.480891 seconds
[2025-08-08 01:02:46,217][openai._base_client][INFO] - Retrying request to /chat/completions in 0.471062 seconds
[2025-08-08 01:02:46,491][openai._base_client][INFO] - Retrying request to /chat/completions in 0.496640 seconds
[2025-08-08 01:02:46,766][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386725 seconds
[2025-08-08 01:02:47,042][openai._base_client][INFO] - Retrying request to /chat/completions in 0.486326 seconds
[2025-08-08 01:02:47,316][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449448 seconds
[2025-08-08 01:02:47,590][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389082 seconds
[2025-08-08 01:02:47,863][openai._base_client][INFO] - Retrying request to /chat/completions in 0.377501 seconds
[2025-08-08 01:02:48,137][openai._base_client][INFO] - Retrying request to /chat/completions in 0.439868 seconds
[2025-08-08 01:02:48,412][openai._base_client][INFO] - Retrying request to /chat/completions in 0.420023 seconds
[2025-08-08 01:02:48,688][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429932 seconds
[2025-08-08 01:02:48,963][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494370 seconds
[2025-08-08 01:02:49,238][openai._base_client][INFO] - Retrying request to /chat/completions in 0.469541 seconds
[2025-08-08 01:02:49,513][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402553 seconds
[2025-08-08 01:02:49,788][openai._base_client][INFO] - Retrying request to /chat/completions in 0.452511 seconds
[2025-08-08 01:02:50,063][openai._base_client][INFO] - Retrying request to /chat/completions in 0.381985 seconds
[2025-08-08 01:02:50,337][openai._base_client][INFO] - Retrying request to /chat/completions in 0.450656 seconds
[2025-08-08 01:02:50,611][openai._base_client][INFO] - Retrying request to /chat/completions in 0.460204 seconds
[2025-08-08 01:02:50,885][openai._base_client][INFO] - Retrying request to /chat/completions in 0.378513 seconds
[2025-08-08 01:02:51,159][openai._base_client][INFO] - Retrying request to /chat/completions in 0.462771 seconds
[2025-08-08 01:02:51,433][openai._base_client][INFO] - Retrying request to /chat/completions in 0.466422 seconds
[2025-08-08 01:02:51,707][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429232 seconds
[2025-08-08 01:02:51,982][openai._base_client][INFO] - Retrying request to /chat/completions in 0.409080 seconds
[2025-08-08 01:02:52,257][openai._base_client][INFO] - Retrying request to /chat/completions in 0.463246 seconds
[2025-08-08 01:02:52,531][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389649 seconds
[2025-08-08 01:02:52,805][openai._base_client][INFO] - Retrying request to /chat/completions in 0.461789 seconds
[2025-08-08 01:02:53,079][openai._base_client][INFO] - Retrying request to /chat/completions in 0.397723 seconds
[2025-08-08 01:02:53,353][openai._base_client][INFO] - Retrying request to /chat/completions in 0.498474 seconds
[2025-08-08 01:02:53,628][openai._base_client][INFO] - Retrying request to /chat/completions in 0.434805 seconds
[2025-08-08 01:02:53,902][openai._base_client][INFO] - Retrying request to /chat/completions in 0.495118 seconds
[2025-08-08 01:02:54,177][openai._base_client][INFO] - Retrying request to /chat/completions in 0.473699 seconds
[2025-08-08 01:02:54,451][openai._base_client][INFO] - Retrying request to /chat/completions in 0.430831 seconds
[2025-08-08 01:02:54,726][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444680 seconds
[2025-08-08 01:02:55,001][openai._base_client][INFO] - Retrying request to /chat/completions in 0.447834 seconds
[2025-08-08 01:02:55,276][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494155 seconds
[2025-08-08 01:02:55,549][openai._base_client][INFO] - Retrying request to /chat/completions in 0.394950 seconds
[2025-08-08 01:02:55,824][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403815 seconds
[2025-08-08 01:02:56,098][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492191 seconds
[2025-08-08 01:02:56,374][openai._base_client][INFO] - Retrying request to /chat/completions in 0.472403 seconds
[2025-08-08 01:02:56,649][openai._base_client][INFO] - Retrying request to /chat/completions in 0.481970 seconds
[2025-08-08 01:02:56,923][openai._base_client][INFO] - Retrying request to /chat/completions in 0.443189 seconds
[2025-08-08 01:02:57,200][openai._base_client][INFO] - Retrying request to /chat/completions in 0.381946 seconds
[2025-08-08 01:02:57,474][openai._base_client][INFO] - Retrying request to /chat/completions in 0.425189 seconds
[2025-08-08 01:02:57,747][openai._base_client][INFO] - Retrying request to /chat/completions in 0.375142 seconds
[2025-08-08 01:02:58,022][openai._base_client][INFO] - Retrying request to /chat/completions in 0.382486 seconds
[2025-08-08 01:02:58,297][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492243 seconds
[2025-08-08 01:02:58,572][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458727 seconds
[2025-08-08 01:02:58,847][openai._base_client][INFO] - Retrying request to /chat/completions in 0.438854 seconds
[2025-08-08 01:02:59,122][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477187 seconds
[2025-08-08 01:02:59,395][openai._base_client][INFO] - Retrying request to /chat/completions in 0.456433 seconds
[2025-08-08 01:02:59,670][openai._base_client][INFO] - Retrying request to /chat/completions in 0.451589 seconds
[2025-08-08 01:02:59,945][openai._base_client][INFO] - Retrying request to /chat/completions in 0.401215 seconds
[2025-08-08 01:03:00,221][openai._base_client][INFO] - Retrying request to /chat/completions in 0.404983 seconds
[2025-08-08 01:03:00,495][openai._base_client][INFO] - Retrying request to /chat/completions in 0.483050 seconds
[2025-08-08 01:03:00,770][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429563 seconds
[2025-08-08 01:03:01,045][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444166 seconds
[2025-08-08 01:03:01,320][openai._base_client][INFO] - Retrying request to /chat/completions in 0.411159 seconds
[2025-08-08 01:03:01,593][openai._base_client][INFO] - Retrying request to /chat/completions in 0.490223 seconds
[2025-08-08 01:03:01,868][openai._base_client][INFO] - Retrying request to /chat/completions in 0.388627 seconds
[2025-08-08 01:03:02,142][openai._base_client][INFO] - Retrying request to /chat/completions in 0.442757 seconds
[2025-08-08 01:03:02,417][openai._base_client][INFO] - Retrying request to /chat/completions in 0.382027 seconds
[2025-08-08 01:03:02,692][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477758 seconds
[2025-08-08 01:03:02,967][openai._base_client][INFO] - Retrying request to /chat/completions in 0.453176 seconds
[2025-08-08 01:03:03,241][openai._base_client][INFO] - Retrying request to /chat/completions in 0.436836 seconds
[2025-08-08 01:03:03,516][openai._base_client][INFO] - Retrying request to /chat/completions in 0.453066 seconds
[2025-08-08 01:03:03,792][openai._base_client][INFO] - Retrying request to /chat/completions in 0.426337 seconds
[2025-08-08 01:03:04,068][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386636 seconds
[2025-08-08 01:03:04,343][openai._base_client][INFO] - Retrying request to /chat/completions in 0.405607 seconds
[2025-08-08 01:03:04,617][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499768 seconds
[2025-08-08 01:03:04,893][openai._base_client][INFO] - Retrying request to /chat/completions in 0.464038 seconds
[2025-08-08 01:03:05,168][openai._base_client][INFO] - Retrying request to /chat/completions in 0.409145 seconds
[2025-08-08 01:03:05,443][openai._base_client][INFO] - Retrying request to /chat/completions in 0.424529 seconds
[2025-08-08 01:03:05,718][openai._base_client][INFO] - Retrying request to /chat/completions in 0.448497 seconds
[2025-08-08 01:03:05,994][openai._base_client][INFO] - Retrying request to /chat/completions in 0.431558 seconds
[2025-08-08 01:03:06,268][openai._base_client][INFO] - Retrying request to /chat/completions in 0.425427 seconds
[2025-08-08 01:03:06,543][openai._base_client][INFO] - Retrying request to /chat/completions in 0.396939 seconds
[2025-08-08 01:03:06,818][openai._base_client][INFO] - Retrying request to /chat/completions in 0.489061 seconds
[2025-08-08 01:03:07,093][openai._base_client][INFO] - Retrying request to /chat/completions in 0.465631 seconds
[2025-08-08 01:03:07,366][openai._base_client][INFO] - Retrying request to /chat/completions in 0.447829 seconds
[2025-08-08 01:03:07,640][openai._base_client][INFO] - Retrying request to /chat/completions in 0.442389 seconds
[2025-08-08 01:03:07,915][openai._base_client][INFO] - Retrying request to /chat/completions in 0.467873 seconds
[2025-08-08 01:03:08,190][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402721 seconds
[2025-08-08 01:03:08,464][openai._base_client][INFO] - Retrying request to /chat/completions in 0.376414 seconds
[2025-08-08 01:03:08,739][openai._base_client][INFO] - Retrying request to /chat/completions in 0.467744 seconds
[2025-08-08 01:03:09,014][openai._base_client][INFO] - Retrying request to /chat/completions in 0.416465 seconds
[2025-08-08 01:03:09,288][openai._base_client][INFO] - Retrying request to /chat/completions in 0.453511 seconds
[2025-08-08 01:03:09,563][openai._base_client][INFO] - Retrying request to /chat/completions in 0.491299 seconds
[2025-08-08 01:03:09,838][openai._base_client][INFO] - Retrying request to /chat/completions in 0.437070 seconds
[2025-08-08 01:03:10,114][openai._base_client][INFO] - Retrying request to /chat/completions in 0.454261 seconds
[2025-08-08 01:03:10,389][openai._base_client][INFO] - Retrying request to /chat/completions in 0.431122 seconds
[2025-08-08 01:03:10,663][openai._base_client][INFO] - Retrying request to /chat/completions in 0.412164 seconds
[2025-08-08 01:03:10,936][openai._base_client][INFO] - Retrying request to /chat/completions in 0.462255 seconds
[2025-08-08 01:03:11,211][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458853 seconds
[2025-08-08 01:03:11,485][openai._base_client][INFO] - Retrying request to /chat/completions in 0.467929 seconds
[2025-08-08 01:03:11,759][openai._base_client][INFO] - Retrying request to /chat/completions in 0.463420 seconds
[2025-08-08 01:03:12,035][openai._base_client][INFO] - Retrying request to /chat/completions in 0.398016 seconds
[2025-08-08 01:03:12,310][openai._base_client][INFO] - Retrying request to /chat/completions in 0.456005 seconds
[2025-08-08 01:03:12,585][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477185 seconds
[2025-08-08 01:03:12,859][openai._base_client][INFO] - Retrying request to /chat/completions in 0.392563 seconds
[2025-08-08 01:03:13,133][openai._base_client][INFO] - Retrying request to /chat/completions in 0.416420 seconds
[2025-08-08 01:03:13,407][openai._base_client][INFO] - Retrying request to /chat/completions in 0.396227 seconds
[2025-08-08 01:03:13,682][openai._base_client][INFO] - Retrying request to /chat/completions in 0.440253 seconds
[2025-08-08 01:03:13,956][openai._base_client][INFO] - Retrying request to /chat/completions in 0.491165 seconds
[2025-08-08 01:03:14,230][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393371 seconds
[2025-08-08 01:03:14,506][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444588 seconds
[2025-08-08 01:03:14,782][openai._base_client][INFO] - Retrying request to /chat/completions in 0.472345 seconds
[2025-08-08 01:03:15,058][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383840 seconds
[2025-08-08 01:03:15,334][openai._base_client][INFO] - Retrying request to /chat/completions in 0.453927 seconds
[2025-08-08 01:03:15,611][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499218 seconds
[2025-08-08 01:03:15,887][openai._base_client][INFO] - Retrying request to /chat/completions in 0.375248 seconds
[2025-08-08 01:03:16,163][openai._base_client][INFO] - Retrying request to /chat/completions in 0.423841 seconds
[2025-08-08 01:03:16,436][openai._base_client][INFO] - Retrying request to /chat/completions in 0.398532 seconds
[2025-08-08 01:03:16,711][openai._base_client][INFO] - Retrying request to /chat/completions in 0.427183 seconds
[2025-08-08 01:03:16,985][openai._base_client][INFO] - Retrying request to /chat/completions in 0.453935 seconds
[2025-08-08 01:03:17,259][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389763 seconds
[2025-08-08 01:03:17,533][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444476 seconds
[2025-08-08 01:03:17,808][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383069 seconds
[2025-08-08 01:03:18,082][openai._base_client][INFO] - Retrying request to /chat/completions in 0.452124 seconds
[2025-08-08 01:03:18,356][openai._base_client][INFO] - Retrying request to /chat/completions in 0.387146 seconds
[2025-08-08 01:03:18,629][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477931 seconds
[2025-08-08 01:03:18,903][openai._base_client][INFO] - Retrying request to /chat/completions in 0.379890 seconds
[2025-08-08 01:03:19,177][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386064 seconds
[2025-08-08 01:03:19,451][openai._base_client][INFO] - Retrying request to /chat/completions in 0.461787 seconds
[2025-08-08 01:03:19,726][openai._base_client][INFO] - Retrying request to /chat/completions in 0.375427 seconds
[2025-08-08 01:03:20,001][openai._base_client][INFO] - Retrying request to /chat/completions in 0.400979 seconds
[2025-08-08 01:03:20,275][openai._base_client][INFO] - Retrying request to /chat/completions in 0.488511 seconds
[2025-08-08 01:03:20,549][openai._base_client][INFO] - Retrying request to /chat/completions in 0.379541 seconds
[2025-08-08 01:03:20,822][openai._base_client][INFO] - Retrying request to /chat/completions in 0.464430 seconds
[2025-08-08 01:03:21,096][openai._base_client][INFO] - Retrying request to /chat/completions in 0.404942 seconds
[2025-08-08 01:03:21,370][openai._base_client][INFO] - Retrying request to /chat/completions in 0.471710 seconds
[2025-08-08 01:03:21,643][openai._base_client][INFO] - Retrying request to /chat/completions in 0.468410 seconds
[2025-08-08 01:03:21,917][openai._base_client][INFO] - Retrying request to /chat/completions in 0.457135 seconds
[2025-08-08 01:03:22,191][openai._base_client][INFO] - Retrying request to /chat/completions in 0.485254 seconds
[2025-08-08 01:03:22,466][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494022 seconds
[2025-08-08 01:03:22,741][openai._base_client][INFO] - Retrying request to /chat/completions in 0.448633 seconds
[2025-08-08 01:03:23,015][openai._base_client][INFO] - Retrying request to /chat/completions in 0.497294 seconds
[2025-08-08 01:03:23,289][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402276 seconds
[2025-08-08 01:03:23,563][openai._base_client][INFO] - Retrying request to /chat/completions in 0.405250 seconds
[2025-08-08 01:03:23,837][openai._base_client][INFO] - Retrying request to /chat/completions in 0.457557 seconds
[2025-08-08 01:03:24,112][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393857 seconds
[2025-08-08 01:03:24,385][openai._base_client][INFO] - Retrying request to /chat/completions in 0.424714 seconds
[2025-08-08 01:03:24,661][openai._base_client][INFO] - Retrying request to /chat/completions in 0.488231 seconds
[2025-08-08 01:03:24,935][openai._base_client][INFO] - Retrying request to /chat/completions in 0.421391 seconds
[2025-08-08 01:03:25,210][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386435 seconds
[2025-08-08 01:03:25,485][openai._base_client][INFO] - Retrying request to /chat/completions in 0.462317 seconds
[2025-08-08 01:03:25,759][openai._base_client][INFO] - Retrying request to /chat/completions in 0.476754 seconds
[2025-08-08 01:03:26,034][openai._base_client][INFO] - Retrying request to /chat/completions in 0.427248 seconds
[2025-08-08 01:03:26,307][openai._base_client][INFO] - Retrying request to /chat/completions in 0.486033 seconds
[2025-08-08 01:03:26,582][openai._base_client][INFO] - Retrying request to /chat/completions in 0.498474 seconds
[2025-08-08 01:03:26,855][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393551 seconds
[2025-08-08 01:03:27,130][openai._base_client][INFO] - Retrying request to /chat/completions in 0.432575 seconds
[2025-08-08 01:03:27,405][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487931 seconds
[2025-08-08 01:03:27,678][openai._base_client][INFO] - Retrying request to /chat/completions in 0.486278 seconds
[2025-08-08 01:03:27,953][openai._base_client][INFO] - Retrying request to /chat/completions in 0.420569 seconds
[2025-08-08 01:03:28,229][openai._base_client][INFO] - Retrying request to /chat/completions in 0.375341 seconds
[2025-08-08 01:03:28,504][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383156 seconds
[2025-08-08 01:03:28,777][openai._base_client][INFO] - Retrying request to /chat/completions in 0.425822 seconds
[2025-08-08 01:03:29,052][openai._base_client][INFO] - Retrying request to /chat/completions in 0.406160 seconds
[2025-08-08 01:03:29,326][openai._base_client][INFO] - Retrying request to /chat/completions in 0.467211 seconds
[2025-08-08 01:03:29,600][openai._base_client][INFO] - Retrying request to /chat/completions in 0.496875 seconds
[2025-08-08 01:03:29,874][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403030 seconds
[2025-08-08 01:03:30,149][openai._base_client][INFO] - Retrying request to /chat/completions in 0.447561 seconds
[2025-08-08 01:03:30,422][openai._base_client][INFO] - Retrying request to /chat/completions in 0.467437 seconds
[2025-08-08 01:03:30,802][openai._base_client][INFO] - Retrying request to /chat/completions in 0.417033 seconds
[2025-08-08 01:03:31,130][openai._base_client][INFO] - Retrying request to /chat/completions in 0.380849 seconds
[2025-08-08 01:03:31,456][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403748 seconds
[2025-08-08 01:03:31,783][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403444 seconds
[2025-08-08 01:03:32,111][openai._base_client][INFO] - Retrying request to /chat/completions in 0.498464 seconds
[2025-08-08 01:03:32,438][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383488 seconds
[2025-08-08 01:03:32,766][openai._base_client][INFO] - Retrying request to /chat/completions in 0.401597 seconds
[2025-08-08 01:03:33,093][openai._base_client][INFO] - Retrying request to /chat/completions in 0.396118 seconds
[2025-08-08 01:03:33,419][openai._base_client][INFO] - Retrying request to /chat/completions in 0.392608 seconds
[2025-08-08 01:03:33,747][openai._base_client][INFO] - Retrying request to /chat/completions in 0.390713 seconds
[2025-08-08 01:03:34,074][openai._base_client][INFO] - Retrying request to /chat/completions in 0.408814 seconds
[2025-08-08 01:03:34,400][openai._base_client][INFO] - Retrying request to /chat/completions in 0.377379 seconds
[2025-08-08 01:03:34,725][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383442 seconds
[2025-08-08 01:03:35,052][openai._base_client][INFO] - Retrying request to /chat/completions in 0.484036 seconds
[2025-08-08 01:03:35,378][openai._base_client][INFO] - Retrying request to /chat/completions in 0.413582 seconds
[2025-08-08 01:03:35,705][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492521 seconds
[2025-08-08 01:03:36,030][openai._base_client][INFO] - Retrying request to /chat/completions in 0.399914 seconds
[2025-08-08 01:03:36,358][openai._base_client][INFO] - Retrying request to /chat/completions in 0.411946 seconds
[2025-08-08 01:03:36,685][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402069 seconds
[2025-08-08 01:03:37,012][openai._base_client][INFO] - Retrying request to /chat/completions in 0.394525 seconds
[2025-08-08 01:03:37,339][openai._base_client][INFO] - Retrying request to /chat/completions in 0.489066 seconds
[2025-08-08 01:03:37,667][openai._base_client][INFO] - Retrying request to /chat/completions in 0.463854 seconds
[2025-08-08 01:03:37,993][openai._base_client][INFO] - Retrying request to /chat/completions in 0.419442 seconds
[2025-08-08 01:03:38,320][openai._base_client][INFO] - Retrying request to /chat/completions in 0.469445 seconds
[2025-08-08 01:03:38,647][openai._base_client][INFO] - Retrying request to /chat/completions in 0.440219 seconds
[2025-08-08 01:03:38,975][openai._base_client][INFO] - Retrying request to /chat/completions in 0.405799 seconds
